year,political_party,state_code,deputy_name,receipt_description,value_receipts,max_receipt
2017,PMDB,RO,Marinha Raupp,"Consultancies, Researches and Technical Works.",12499,5e3
2017,PMDB,RO,Marinha Raupp,Dissemination of the Parliamentary Activity.,80018,21e3
2017,PMDB,RO,Marinha Raupp,Food and Meals,596,74
2017,PMDB,RO,Marinha Raupp,Fuels and lubricants.,19367,492
2017,PMDB,RO,Marinha Raupp,"Hosting, except for the Parliamentary in the Federal District.",14171,1178
2017,PMDB,RO,Marinha Raupp,"Land, Sea or River Tickets",1825,185
2017,PMDB,RO,Marinha Raupp,Maintenance of Office,37240,1650
2017,PMDB,RO,Marinha Raupp,Postal Services,792,187
2017,PMDB,RO,Marinha Raupp,Rental or Chartering of Motor Vehicles,47514,8e3
2017,PMDB,RO,Marinha Raupp,"Taxi Service, Toll & Parking",637,110
2017,PMDB,RO,Marinha Raupp,Telephony,16321,1395
2017,PMDB,RS,Alceu Moreira,Airline tickets,57559,1643
2017,PMDB,RS,Alceu Moreira,"Consultancies, Researches and Technical Works.",78532,11520
2017,PMDB,RS,Alceu Moreira,Dissemination of the Parliamentary Activity.,59382,21980
2017,PMDB,RS,Alceu Moreira,Food and Meals,3743,180
2017,PMDB,RS,Alceu Moreira,Fuels and lubricants.,40076,300
2017,PMDB,RS,Alceu Moreira,"Hosting, except for the Parliamentary in the Federal District.",3468,368
2017,PMDB,RS,Alceu Moreira,Maintenance of Office,100937,7570
2017,PMDB,RS,Alceu Moreira,Postal Services,23524,5189
2017,PMDB,RS,Alceu Moreira,Rental or Chartering of Motor Vehicles,8100,2700
2017,PMDB,RS,Alceu Moreira,Security Service Provided By Specialized Company.,982,142
2017,PMDB,RS,Alceu Moreira,Telephony,28707,1524
2017,PMDB,RS,Darcísio Perondi,Airline tickets,100775,2856
2017,PMDB,RS,Darcísio Perondi,"Consultancies, Researches and Technical Works.",114514,7200
2017,PMDB,RS,Darcísio Perondi,Dissemination of the Parliamentary Activity.,88572,5874
2017,PMDB,RS,Darcísio Perondi,Food and Meals,5039,150
2017,PMDB,RS,Darcísio Perondi,Fuels and lubricants.,19346,287
2017,PMDB,RS,Darcísio Perondi,"Hosting, except for the Parliamentary in the Federal District.",3188,445
2017,PMDB,RS,Darcísio Perondi,Leasing or Chartering of Boats,5,5
2017,PMDB,RS,Darcísio Perondi,Maintenance of Office,6267,2850
2017,PMDB,RS,Darcísio Perondi,Postal Services,9165,1482
2017,PMDB,RS,Darcísio Perondi,Publication Subscription,710,710
2017,PMDB,RS,Darcísio Perondi,Rental or Chartering of Motor Vehicles,45900,4250
2017,PMDB,RS,Darcísio Perondi,"Taxi Service, Toll & Parking",70,40
2017,PMDB,RS,Darcísio Perondi,Telephony,15646,1251
2017,PMDB,RS,Jones Martins,Airline tickets,93074,2227
2017,PMDB,RS,Jones Martins,"Consultancies, Researches and Technical Works.",3576,447
2017,PMDB,RS,Jones Martins,Dissemination of the Parliamentary Activity.,57420,12100
2017,PMDB,RS,Jones Martins,Food and Meals,501,67
2017,PMDB,RS,Jones Martins,Fuels and lubricants.,24130,290
2017,PMDB,RS,Jones Martins,Maintenance of Office,65806,5918
2017,PMDB,RS,Jones Martins,Postal Services,5187,1953
2017,PMDB,RS,Jones Martins,Rental or Chartering of Motor Vehicles,67610,4450
2017,PMDB,RS,Jones Martins,Telephony,14319,1368
2017,PMDB,RS,José Fogaça,Airline tickets,111076,2027
2017,PMDB,RS,José Fogaça,Fuels and lubricants.,14919,209
2017,PMDB,RS,José Fogaça,"Land, Sea or River Tickets",87,87
2017,PMDB,RS,José Fogaça,Maintenance of Office,48652,2913
2017,PMDB,RS,José Fogaça,Postal Services,1633,522
2017,PMDB,RS,José Fogaça,Rental or Chartering of Motor Vehicles,751,751
2017,PMDB,RS,José Fogaça,"Taxi Service, Toll & Parking",57,37
2017,PMDB,RS,José Fogaça,Telephony,3244,288
2017,PMDB,RS,Márcio Biolchi,Rental or Chartering of Motor Vehicles,3325,1925
2017,PMDB,RS,Márcio Biolchi,Telephony,39,32
2017,PMDB,RS,Mauro Pereira,Airline tickets,127136,3078
2017,PMDB,RS,Mauro Pereira,Dissemination of the Parliamentary Activity.,4400,550
2017,PMDB,RS,Mauro Pereira,Food and Meals,6525,90
2017,PMDB,RS,Mauro Pereira,Fuels and lubricants.,46755,2753
2017,PMDB,RS,Mauro Pereira,Maintenance of Office,52299,4139
2017,PMDB,RS,Mauro Pereira,Postal Services,553,107
2017,PMDB,RS,Mauro Pereira,Rental or Chartering of Motor Vehicles,71076,6300
2017,PMDB,RS,Mauro Pereira,Telephony,12373,1835
2017,PMDB,SC,Celso Maldaner,Airline tickets,131111,2002
2017,PMDB,SC,Celso Maldaner,"Consultancies, Researches and Technical Works.",4800,4550
2017,PMDB,SC,Celso Maldaner,Dissemination of the Parliamentary Activity.,136501,4550
2017,PMDB,SC,Celso Maldaner,Food and Meals,1733,93
2017,PMDB,SC,Celso Maldaner,Fuels and lubricants.,28093,244
2017,PMDB,SC,Celso Maldaner,"Hosting, except for the Parliamentary in the Federal District.",7707,428
2017,PMDB,SC,Celso Maldaner,Maintenance of Office,32070,1452
2017,PMDB,SC,Celso Maldaner,Postal Services,8880,674
2017,PMDB,SC,Celso Maldaner,Publication Subscription,1230,500
2017,PMDB,SC,Celso Maldaner,Renting or Chartering of Aircraft,45,45
2017,PMDB,SC,Celso Maldaner,Telephony,12366,909
2017,PMDB,SC,Edinho Bez,Airline tickets,16712,1606
2017,PMDB,SC,Edinho Bez,Dissemination of the Parliamentary Activity.,42800,9e3
2017,PMDB,SC,Edinho Bez,Food and Meals,1706,204
2017,PMDB,SC,Edinho Bez,Fuels and lubricants.,9412,308
2017,PMDB,SC,Edinho Bez,"Hosting, except for the Parliamentary in the Federal District.",1283,343
2017,PMDB,SC,Edinho Bez,Maintenance of Office,141,95
2017,PMDB,SC,Edinho Bez,Postal Services,2175,1137
2017,PMDB,SC,Edinho Bez,Rental or Chartering of Motor Vehicles,9866,4e3
2017,PMDB,SC,Edinho Bez,Telephony,3299,824
2017,PMDB,SC,Mauro Mariani,Airline tickets,94515,1526
2017,PMDB,SC,Mauro Mariani,Dissemination of the Parliamentary Activity.,30000,1e4
2017,PMDB,SC,Mauro Mariani,Food and Meals,4420,205
2017,PMDB,SC,Mauro Mariani,Fuels and lubricants.,34895,250
2017,PMDB,SC,Mauro Mariani,"Hosting, except for the Parliamentary in the Federal District.",11583,589
2017,PMDB,SC,Mauro Mariani,Maintenance of Office,38437,2955
2017,PMDB,SC,Mauro Mariani,Postal Services,14157,1531
2017,PMDB,SC,Mauro Mariani,Publication Subscription,953,525
2017,PMDB,SC,Mauro Mariani,Rental or Chartering of Motor Vehicles,35544,3950
2017,PMDB,SC,Mauro Mariani,Telephony,13010,822
2017,PMDB,SC,Rogério Peninha Mendonça,Airline tickets,55863,1168
2017,PMDB,SC,Rogério Peninha Mendonça,"Consultancies, Researches and Technical Works.",11500,11500
2017,PMDB,SC,Rogério Peninha Mendonça,Dissemination of the Parliamentary Activity.,8387,1387
2017,PMDB,SC,Rogério Peninha Mendonça,Food and Meals,11915,199
2017,PMDB,SC,Rogério Peninha Mendonça,Fuels and lubricants.,35561,1912
2017,PMDB,SC,Rogério Peninha Mendonça,"Hosting, except for the Parliamentary in the Federal District.",13039,1969
2017,PMDB,SC,Rogério Peninha Mendonça,Maintenance of Office,23088,1900
2017,PMDB,SC,Rogério Peninha Mendonça,Postal Services,9989,880
2017,PMDB,SC,Rogério Peninha Mendonça,Publication Subscription,58,58
2017,PMDB,SC,Rogério Peninha Mendonça,Rental or Chartering of Motor Vehicles,47670,6810
2017,PMDB,SC,Rogério Peninha Mendonça,Security Service Provided By Specialized Company.,600,100
2017,PMDB,SC,Rogério Peninha Mendonça,"Taxi Service, Toll & Parking",561,205
2017,PMDB,SC,Rogério Peninha Mendonça,Telephony,12392,649
2017,PMDB,SC,Ronaldo Benedet,Airline tickets,121082,2076
2017,PMDB,SC,Ronaldo Benedet,"Consultancies, Researches and Technical Works.",19914,3500
2017,PMDB,SC,Ronaldo Benedet,Dissemination of the Parliamentary Activity.,20169,5985
2017,PMDB,SC,Ronaldo Benedet,Food and Meals,6507,234
2017,PMDB,SC,Ronaldo Benedet,Fuels and lubricants.,53822,2599
2017,PMDB,SC,Ronaldo Benedet,"Hosting, except for the Parliamentary in the Federal District.",9851,990
2017,PMDB,SC,Ronaldo Benedet,"Land, Sea or River Tickets",193,43
2017,PMDB,SC,Ronaldo Benedet,Maintenance of Office,40304,3386
2017,PMDB,SC,Ronaldo Benedet,Postal Services,6973,2108
2017,PMDB,SC,Ronaldo Benedet,Publication Subscription,5464,486
2017,PMDB,SC,Ronaldo Benedet,Rental or Chartering of Motor Vehicles,75802,4e3
2017,PMDB,SC,Ronaldo Benedet,Security Service Provided By Specialized Company.,4570,336
2017,PMDB,SC,Ronaldo Benedet,"Taxi Service, Toll & Parking",1198,136
2017,PMDB,SC,Ronaldo Benedet,Telephony,46341,2403
2017,PMDB,SC,Valdir Colatto,Airline tickets,127897,2057
2017,PMDB,SC,Valdir Colatto,"Consultancies, Researches and Technical Works.",999,999
2017,PMDB,SC,Valdir Colatto,Dissemination of the Parliamentary Activity.,101227,6e3
2017,PMDB,SC,Valdir Colatto,Food and Meals,3072,80
2017,PMDB,SC,Valdir Colatto,Fuels and lubricants.,31041,220
2017,PMDB,SC,Valdir Colatto,"Hosting, except for the Parliamentary in the Federal District.",6627,770
2017,PMDB,SC,Valdir Colatto,Maintenance of Office,52973,985
2017,PMDB,SC,Valdir Colatto,Postal Services,3288,647
2017,PMDB,SC,Valdir Colatto,Publication Subscription,1520,440
2017,PMDB,SC,Valdir Colatto,Rental or Chartering of Motor Vehicles,21044,2600
2017,PMDB,SC,Valdir Colatto,"Taxi Service, Toll & Parking",585,50
2017,PMDB,SC,Valdir Colatto,Telephony,9847,554
2017,PMDB,SE,Fabio Reis,Airline tickets,47372,1332
2017,PMDB,SE,Fabio Reis,"Consultancies, Researches and Technical Works.",2000,2e3
2017,PMDB,SE,Fabio Reis,Dissemination of the Parliamentary Activity.,95788,39600
2017,PMDB,SE,Fabio Reis,Fuels and lubricants.,30927,3619
2017,PMDB,SE,Fabio Reis,Maintenance of Office,30849,2500
2017,PMDB,SE,Fabio Reis,Postal Services,2197,181
2017,PMDB,SE,Fabio Reis,Publication Subscription,3261,296
2017,PMDB,SE,Fabio Reis,Rental or Chartering of Motor Vehicles,99000,11e3
2017,PMDB,SE,Fabio Reis,Telephony,14835,1191
2017,PMDB,SP,Baleia Rossi,Airline tickets,70926,1749
2017,PMDB,SP,Baleia Rossi,"Consultancies, Researches and Technical Works.",1338,508
2017,PMDB,SP,Baleia Rossi,Dissemination of the Parliamentary Activity.,36008,8500
2017,PMDB,SP,Baleia Rossi,Fuels and lubricants.,1650,200
2017,PMDB,SP,Baleia Rossi,Maintenance of Office,91306,7694
2017,PMDB,SP,Baleia Rossi,Postal Services,7891,364
2017,PMDB,SP,Baleia Rossi,Publication Subscription,435,435
2017,PMDB,SP,Baleia Rossi,Rental or Chartering of Motor Vehicles,6184,3500
2017,PMDB,SP,Baleia Rossi,Security Service Provided By Specialized Company.,1272,186
2017,PMDB,SP,Baleia Rossi,Telephony,23595,2388
2017,PMDB,TO,Dulce Miranda,Airline tickets,150351,3519
2017,PMDB,TO,Dulce Miranda,"Consultancies, Researches and Technical Works.",77840,9730
2017,PMDB,TO,Dulce Miranda,Dissemination of the Parliamentary Activity.,113400,25200
2017,PMDB,TO,Dulce Miranda,Fuels and lubricants.,5626,225
2017,PMDB,TO,Dulce Miranda,Maintenance of Office,38125,3597
2017,PMDB,TO,Dulce Miranda,Postal Services,10770,1997
2017,PMDB,TO,Dulce Miranda,Publication Subscription,3164,3164
2017,PMDB,TO,Dulce Miranda,Telephony,6640,738
2017,PMDB,TO,Josi Nunes,Airline tickets,14249,1214
2017,PMDB,TO,Josi Nunes,Dissemination of the Parliamentary Activity.,187774,2e4
2017,PMDB,TO,Josi Nunes,Food and Meals,1166,59
2017,PMDB,TO,Josi Nunes,Fuels and lubricants.,39062,3800
2017,PMDB,TO,Josi Nunes,"Land, Sea or River Tickets",4539,198
2017,PMDB,TO,Josi Nunes,Maintenance of Office,17581,2e3
2017,PMDB,TO,Josi Nunes,Postal Services,14096,2990
2017,PMDB,TO,Josi Nunes,Rental or Chartering of Motor Vehicles,100000,1e4
2017,PMDB,TO,Josi Nunes,Telephony,17083,1833
2017,PODE,AL,Cícero Almeida,Airline tickets,65686,1472
2017,PODE,AL,Cícero Almeida,Dissemination of the Parliamentary Activity.,108458,20288
2017,PODE,AL,Cícero Almeida,Food and Meals,963,106
2017,PODE,AL,Cícero Almeida,Fuels and lubricants.,11429,198
2017,PODE,AL,Cícero Almeida,Maintenance of Office,44734,4500
2017,PODE,AL,Cícero Almeida,Postal Services,671,216
2017,PODE,AL,Cícero Almeida,Rental or Chartering of Motor Vehicles,50900,6e3
2017,PODE,AL,Cícero Almeida,Telephony,1949,608
2017,PODE,AP,Jozi Araújo,Airline tickets,153601,3233
2017,PODE,AP,Jozi Araújo,"Consultancies, Researches and Technical Works.",725,650
2017,PODE,AP,Jozi Araújo,Dissemination of the Parliamentary Activity.,216350,36e3
2017,PODE,AP,Jozi Araújo,Fuels and lubricants.,17023,305
2017,PODE,AP,Jozi Araújo,"Hosting, except for the Parliamentary in the Federal District.",646,350
2017,PODE,AP,Jozi Araújo,Maintenance of Office,78387,6500
2017,PODE,AP,Jozi Araújo,Postal Services,622,98
2017,PODE,AP,Jozi Araújo,Publication Subscription,2684,879
2017,PODE,AP,Jozi Araújo,"Taxi Service, Toll & Parking",2599,180
2017,PODE,AP,Jozi Araújo,Telephony,3782,1669
2017,PODE,BA,Bacelar,Airline tickets,72937,1788
2017,PODE,BA,Bacelar,"Consultancies, Researches and Technical Works.",57500,13e3
2017,PODE,BA,Bacelar,Dissemination of the Parliamentary Activity.,115590,19890
2017,PODE,BA,Bacelar,Food and Meals,114,57
2017,PODE,BA,Bacelar,Fuels and lubricants.,8653,315
2017,PODE,BA,Bacelar,Maintenance of Office,55560,8900
2017,PODE,BA,Bacelar,Postal Services,6782,1457
2017,PODE,BA,Bacelar,Rental or Chartering of Motor Vehicles,50400,8400
2017,PODE,BA,Bacelar,Telephony,18700,2325
2017,PODE,BA,Marcos Medrado,Airline tickets,18745,1434
2017,PODE,BA,Marcos Medrado,"Consultancies, Researches and Technical Works.",12000,12e3
2017,PODE,BA,Marcos Medrado,Dissemination of the Parliamentary Activity.,21600,21600
2017,PODE,BA,Marcos Medrado,Fuels and lubricants.,6356,6021
2017,PODE,BA,Marcos Medrado,Maintenance of Office,188,188
2017,PODE,BA,Marcos Medrado,Postal Services,1340,113
2017,PODE,BA,Marcos Medrado,Rental or Chartering of Motor Vehicles,11000,5500
2017,PODE,BA,Marcos Medrado,Renting or Chartering of Aircraft,9000,9e3
2017,PODE,BA,Marcos Medrado,Telephony,177,154
2017,PODE,GO,Alexandre Baldy,Airline tickets,18266,1396
2017,PODE,GO,Alexandre Baldy,"Consultancies, Researches and Technical Works.",19000,19e3
2017,PODE,GO,Alexandre Baldy,Dissemination of the Parliamentary Activity.,176464,28880
2017,PODE,GO,Alexandre Baldy,Fuels and lubricants.,56341,5485
2017,PODE,GO,Alexandre Baldy,"Hosting, except for the Parliamentary in the Federal District.",992,426
2017,PODE,GO,Alexandre Baldy,Maintenance of Office,71958,4375
2017,PODE,GO,Alexandre Baldy,Postal Services,12501,4862
2017,PODE,GO,Alexandre Baldy,Publication Subscription,4820,1281
2017,PODE,GO,Alexandre Baldy,Rental or Chartering of Motor Vehicles,2180,2180
2017,PODE,GO,Alexandre Baldy,Renting or Chartering of Aircraft,11900,6e3
2017,PODE,GO,Alexandre Baldy,Security Service Provided By Specialized Company.,2032,254
2017,PODE,GO,Alexandre Baldy,"Taxi Service, Toll & Parking",2867,452
2017,PODE,GO,Alexandre Baldy,Telephony,5008,583
2017,PODE,MA,Aluisio Mendes,Airline tickets,72996,2260
2017,PODE,MA,Aluisio Mendes,"Consultancies, Researches and Technical Works.",76260,15e3
2017,PODE,MA,Aluisio Mendes,Dissemination of the Parliamentary Activity.,48770,9130
2017,PODE,MA,Aluisio Mendes,Fuels and lubricants.,19598,757
2017,PODE,MA,Aluisio Mendes,"Hosting, except for the Parliamentary in the Federal District.",44810,6401
2017,PODE,MA,Aluisio Mendes,Maintenance of Office,44797,2500
2017,PODE,MA,Aluisio Mendes,Postal Services,1100,129
2017,PODE,MA,Aluisio Mendes,Publication Subscription,2914,1351
2017,PODE,MA,Aluisio Mendes,Rental or Chartering of Motor Vehicles,39000,4500
2017,PODE,MA,Aluisio Mendes,"Taxi Service, Toll & Parking",706,90
2017,PODE,MA,Aluisio Mendes,Telephony,33459,1881
2017,PODE,MG,Ademir Camilo,Airline tickets,85468,1529
2017,PODE,MG,Ademir Camilo,"Consultancies, Researches and Technical Works.",34000,6800
2017,PODE,MG,Ademir Camilo,Dissemination of the Parliamentary Activity.,105500,15e3
2017,PODE,MG,Ademir Camilo,Food and Meals,4197,175
2017,PODE,MG,Ademir Camilo,Fuels and lubricants.,29261,3317
2017,PODE,MG,Ademir Camilo,"Hosting, except for the Parliamentary in the Federal District.",1929,724
2017,PODE,MG,Ademir Camilo,"Land, Sea or River Tickets",4808,277
2017,PODE,MG,Ademir Camilo,Maintenance of Office,1994,999
2017,PODE,MG,Ademir Camilo,Postal Services,850,72
2017,PODE,MG,Ademir Camilo,Rental or Chartering of Motor Vehicles,120700,9800
2017,PODE,MG,Ademir Camilo,Security Service Provided By Specialized Company.,377,128
2017,PODE,MG,Ademir Camilo,"Taxi Service, Toll & Parking",922,165
2017,PODE,MG,Ademir Camilo,Telephony,22007,2183
2017,PODE,PA,Francisco Chapadinha,Airline tickets,61863,2800
2017,PODE,PA,Francisco Chapadinha,Dissemination of the Parliamentary Activity.,250920,48e3
2017,PODE,PA,Francisco Chapadinha,Food and Meals,155,105
2017,PODE,PA,Francisco Chapadinha,Fuels and lubricants.,54000,5851
2017,PODE,PA,Francisco Chapadinha,"Hosting, except for the Parliamentary in the Federal District.",6391,712
2017,PODE,PA,Francisco Chapadinha,Maintenance of Office,453,215
2017,PODE,PA,Francisco Chapadinha,Postal Services,7338,920
2017,PODE,PA,Francisco Chapadinha,Renting or Chartering of Aircraft,194200,15700
2017,PODE,PA,Francisco Chapadinha,Telephony,2033,338
2017,PODE,PE,Ricardo Teobaldo,Airline tickets,56110,1584
2017,PODE,PE,Ricardo Teobaldo,"Consultancies, Researches and Technical Works.",42000,7e3
2017,PODE,PE,Ricardo Teobaldo,Dissemination of the Parliamentary Activity.,109000,4e4
2017,PODE,PE,Ricardo Teobaldo,Food and Meals,747,200
2017,PODE,PE,Ricardo Teobaldo,Fuels and lubricants.,23253,3840
2017,PODE,PE,Ricardo Teobaldo,Maintenance of Office,35374,3500
2017,PODE,PE,Ricardo Teobaldo,Postal Services,441,253
2017,PODE,PE,Ricardo Teobaldo,Publication Subscription,1393,475
2017,PODE,PE,Ricardo Teobaldo,Rental or Chartering of Motor Vehicles,101000,9e3
2017,PODE,PE,Ricardo Teobaldo,Telephony,12210,829
2017,PODE,PI,Silas Freire,Airline tickets,108797,1758
2017,PODE,PI,Silas Freire,"Consultancies, Researches and Technical Works.",41300,15e3
2017,PODE,PI,Silas Freire,Dissemination of the Parliamentary Activity.,165390,11e3
2017,PODE,PI,Silas Freire,Fuels and lubricants.,8330,5800
2017,PODE,PI,Silas Freire,"Hosting, except for the Parliamentary in the Federal District.",150,150
2017,PODE,PI,Silas Freire,Maintenance of Office,47754,5360
2017,PODE,PI,Silas Freire,Postal Services,5752,1778
2017,PODE,PI,Silas Freire,Publication Subscription,1938,646
2017,PODE,PI,Silas Freire,Rental or Chartering of Motor Vehicles,38900,6e3
2017,PODE,PI,Silas Freire,Renting or Chartering of Aircraft,10600,10600
2017,PODE,PI,Silas Freire,Telephony,2946,372
2017,PODE,RJ,Ezequiel Teixeira,Airline tickets,119678,2546
2017,PODE,RJ,Ezequiel Teixeira,"Consultancies, Researches and Technical Works.",27500,5500
2017,PODE,RJ,Ezequiel Teixeira,Dissemination of the Parliamentary Activity.,173520,15900
2017,PODE,RJ,Ezequiel Teixeira,Fuels and lubricants.,3655,212
2017,PODE,RJ,Ezequiel Teixeira,"Hosting, except for the Parliamentary in the Federal District.",200,200
2017,PODE,RJ,Ezequiel Teixeira,Maintenance of Office,257,115
2017,PODE,RJ,Ezequiel Teixeira,Postal Services,38,38
2017,PODE,RJ,Ezequiel Teixeira,Security Service Provided By Specialized Company.,40000,8e3
2017,PODE,RJ,Ezequiel Teixeira,Telephony,369,94
2017,PODE,RJ,Lourival Gomes,Airline tickets,22108,1364
2017,PODE,RJ,Lourival Gomes,Dissemination of the Parliamentary Activity.,12000,6e3
2017,PODE,RJ,Lourival Gomes,Food and Meals,1606,231
2017,PODE,RJ,Lourival Gomes,Fuels and lubricants.,3313,246
2017,PODE,RJ,Lourival Gomes,Maintenance of Office,434,434
2017,PODE,RJ,Lourival Gomes,Postal Services,361,84
2017,PODE,RJ,Lourival Gomes,Rental or Chartering of Motor Vehicles,14000,7e3
2017,PODE,RJ,Lourival Gomes,"Taxi Service, Toll & Parking",52,18
2017,PODE,RJ,Lourival Gomes,Telephony,544,352
2017,PODE,RJ,Luiz Carlos Ramos,Airline tickets,58926,3053
2017,PODE,RJ,Luiz Carlos Ramos,"Consultancies, Researches and Technical Works.",80000,1e4
2017,PODE,RJ,Luiz Carlos Ramos,Dissemination of the Parliamentary Activity.,48000,6e3
2017,PODE,RJ,Luiz Carlos Ramos,Food and Meals,10297,211
2017,PODE,RJ,Luiz Carlos Ramos,Fuels and lubricants.,12016,267
2017,PODE,RJ,Luiz Carlos Ramos,"Hosting, except for the Parliamentary in the Federal District.",1502,724
2017,PODE,RJ,Luiz Carlos Ramos,Maintenance of Office,4404,562
2017,PODE,RJ,Luiz Carlos Ramos,Postal Services,1370,868
2017,PODE,RJ,Luiz Carlos Ramos,Rental or Chartering of Motor Vehicles,49000,7e3
2017,PODE,RJ,Luiz Carlos Ramos,"Taxi Service, Toll & Parking",424,45
2017,PODE,RJ,Luiz Carlos Ramos,Telephony,1372,363
2017,PODE,RJ,Sergio Zveiter,Airline tickets,257027,1954
2017,PODE,RJ,Sergio Zveiter,"Consultancies, Researches and Technical Works.",19367,12631
2017,PODE,RJ,Sergio Zveiter,Dissemination of the Parliamentary Activity.,37893,12631
2017,PODE,RJ,Sergio Zveiter,Fuels and lubricants.,5628,200
2017,PODE,RJ,Sergio Zveiter,Postal Services,5,5
2017,PODE,RJ,Sergio Zveiter,Rental or Chartering of Motor Vehicles,1080,1080
2017,PODE,RJ,Sergio Zveiter,Telephony,804,163
2017,PODE,RN,Antônio Jácome,Airline tickets,51353,1237
2017,PODE,RN,Antônio Jácome,"Consultancies, Researches and Technical Works.",115500,13e3
2017,PODE,RN,Antônio Jácome,Dissemination of the Parliamentary Activity.,205100,30400
2017,PODE,RN,Antônio Jácome,Food and Meals,2220,133
2017,PODE,RN,Antônio Jácome,Fuels and lubricants.,34710,500
2017,PODE,RN,Antônio Jácome,Postal Services,311,108
2017,PODE,RN,Antônio Jácome,Telephony,5882,1791
2017,PODE,RS,Cajar Nardes,Airline tickets,60835,2226
2017,PODE,RS,Cajar Nardes,"Consultancies, Researches and Technical Works.",27638,6138
2017,PODE,RS,Cajar Nardes,Dissemination of the Parliamentary Activity.,132508,25e3
2017,PODE,RS,Cajar Nardes,Food and Meals,16064,230
2017,PODE,RS,Cajar Nardes,Fuels and lubricants.,37957,575
2017,PODE,RS,Cajar Nardes,"Hosting, except for the Parliamentary in the Federal District.",9655,771
2017,PODE,RS,Cajar Nardes,"Land, Sea or River Tickets",965,101
2017,PODE,RS,Cajar Nardes,Maintenance of Office,25502,1539
2017,PODE,RS,Cajar Nardes,Postal Services,5903,2431
2017,PODE,RS,Cajar Nardes,Rental or Chartering of Motor Vehicles,65181,5600
2017,PODE,RS,Cajar Nardes,"Taxi Service, Toll & Parking",10567,650
2017,PODE,RS,Cajar Nardes,Telephony,8239,491
2017,PODE,SP,Dr. Sinval Malheiros,Airline tickets,66457,1227
2017,PODE,SP,Dr. Sinval Malheiros,"Consultancies, Researches and Technical Works.",118300,13e3
2017,PODE,SP,Dr. Sinval Malheiros,Dissemination of the Parliamentary Activity.,32000,4e3
2017,PODE,SP,Dr. Sinval Malheiros,Fuels and lubricants.,56251,6146
2017,PODE,SP,Dr. Sinval Malheiros,Maintenance of Office,5418,650
2017,PODE,SP,Dr. Sinval Malheiros,Postal Services,989,114
2017,PODE,SP,Dr. Sinval Malheiros,Rental or Chartering of Motor Vehicles,54400,2500
2017,PODE,SP,Dr. Sinval Malheiros,"Taxi Service, Toll & Parking",19293,2182
2017,PODE,SP,Dr. Sinval Malheiros,Telephony,15485,1962
2017,PODE,SP,Renata Abreu,Airline tickets,147458,2691
2017,PODE,SP,Renata Abreu,"Consultancies, Researches and Technical Works.",80167,1e4
2017,PODE,SP,Renata Abreu,Dissemination of the Parliamentary Activity.,60000,1e4
2017,PODE,SP,Renata Abreu,Food and Meals,228,61
2017,PODE,SP,Renata Abreu,Fuels and lubricants.,33441,1891
2017,PODE,SP,Renata Abreu,"Land, Sea or River Tickets",250,250
2017,PODE,SP,Renata Abreu,Maintenance of Office,6493,800
2017,PODE,SP,Renata Abreu,Postal Services,3292,109
2017,PODE,SP,Renata Abreu,Rental or Chartering of Motor Vehicles,29600,3700
2017,PODE,SP,Renata Abreu,"Taxi Service, Toll & Parking",1790,350
2017,PODE,SP,Renata Abreu,Telephony,12832,2181
2017,PODE,TO,Carlos Henrique Gaguim,Airline tickets,37998,1811
2017,PODE,TO,Carlos Henrique Gaguim,"Consultancies, Researches and Technical Works.",15500,1e4
2017,PODE,TO,Carlos Henrique Gaguim,Dissemination of the Parliamentary Activity.,27900,1500
2017,PODE,TO,Carlos Henrique Gaguim,Fuels and lubricants.,47053,2449
2017,PODE,TO,Carlos Henrique Gaguim,"Hosting, except for the Parliamentary in the Federal District.",313,313
2017,PODE,TO,Carlos Henrique Gaguim,Maintenance of Office,52775,4100
2017,PODE,TO,Carlos Henrique Gaguim,Postal Services,275,34
2017,PODE,TO,Carlos Henrique Gaguim,Rental or Chartering of Motor Vehicles,85500,12e3
2017,PODE,TO,Carlos Henrique Gaguim,Telephony,20595,2707
2017,PP,AL,Arthur Lira,Airline tickets,208263,1863
2017,PP,AL,Arthur Lira,Dissemination of the Parliamentary Activity.,30000,12e3
2017,PP,AL,Arthur Lira,Fuels and lubricants.,21374,488
2017,PP,AL,Arthur Lira,Maintenance of Office,154,70
2017,PP,AL,Arthur Lira,Postal Services,2224,616
2017,PP,AL,Arthur Lira,Rental or Chartering of Motor Vehicles,49050,5450
2017,PP,AL,Arthur Lira,Telephony,8957,1477
2017,PP,AM,Conceição Sampaio,Airline tickets,115271,2641
2017,PP,AM,Conceição Sampaio,"Consultancies, Researches and Technical Works.",10700,5e3
2017,PP,AM,Conceição Sampaio,Dissemination of the Parliamentary Activity.,94200,15e3
2017,PP,AM,Conceição Sampaio,Fuels and lubricants.,17717,2e3
2017,PP,AM,Conceição Sampaio,Maintenance of Office,31266,3007
2017,PP,AM,Conceição Sampaio,Postal Services,575,173
2017,PP,AM,Conceição Sampaio,Telephony,4028,883
2017,PP,AP,André Abdon,Airline tickets,57256,1886
2017,PP,AP,André Abdon,"Consultancies, Researches and Technical Works.",67663,33907
2017,PP,AP,André Abdon,Dissemination of the Parliamentary Activity.,110400,14600
2017,PP,AP,André Abdon,Fuels and lubricants.,33905,5985
2017,PP,AP,André Abdon,Leasing or Chartering of Boats,3000,3e3
